ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p034_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 32                                                                1    32      0.01 sec
  2 : 0 3 33                                                              3    36      0.01 sec
  3 : 0 2 1 32                                                            0    36      0.01 sec
  4 : 0 4 10 16 55                                                        6    66      0.02 sec
  5 : 0 3 5 7 11 41                                                       0    66      0.02 sec
  6 : 0 3 5 9 15 12 60                                                    8    71      0.03 sec
  7 : 0 3 5 9 15 8 4 56                                                   0    71      0.03 sec
  8 : 0 3 5 9 15 8 4 3 53                                                 0    71      0.04 sec
  9 : 0 3 6 16 33 27 27 29 20 122                                        16    78      0.11 sec
 10 : 0 3 6 16 29 24 44 79 68 38 215                                     32    82      0.25 sec
 11 : 0 3 6 16 25 21 13 17 12 6 6 204                                     0    82      0.26 sec
 12 : 0 3 6 16 25 20 13 17 11 12 18 24 227                               15    82      0.30 sec
 13 : 0 3 7 22 54 120 171 239 327 428 312 261 249 615                   387    89      1.88 sec
 14 : 0 3 7 18 41 59 76 97 74 110 130 131 88 84 568                       9    89      1.98 sec
 15 : 0 3 7 18 41 58 76 88 72 104 126 128 83 64 57 504                    0    89      2.03 sec
 16 : 0 3 7 18 41 57 76 88 72 104 126 128 83 62 57 34 470                 0    89      2.09 sec
 17 : 0 3 7 18 41 58 79 98 81 126 147 169 134 115 120 113 91 655         39   134      2.53 sec
 18 : 0 3 7 18 41 55 79 95 78 112 125 114 63 37 44 48 41 44 631           3   134      2.61 sec
 19 : ... 3 7 18 41 55 79 95 78 111 125 112 62 33 42 47 41 39 21 595      0   134      2.67 sec
 20 : ... 7 18 41 55 79 95 78 111 125 112 62 33 42 47 41 39 18 12 571     0   134      2.73 sec
 21 : ... 108 99 153 186 197 162 144 140 148 123 161 137 133 101 841    108   136      3.75 sec
 22 : ... 44 53 80 78 62 78 144 123 83 67 70 71 53 55 56 63 36 18 673    16   136      3.89 sec
 23 : ... 53 80 78 62 74 131 121 91 73 77 75 55 61 57 69 49 26 36 614    19   136      4.10 sec
 24 : ... 80 78 62 74 131 115 76 65 67 53 49 56 54 67 42 13 11 8 562      2   136      4.17 sec
 25 : ... 78 62 74 131 115 76 65 67 52 49 55 54 67 42 12 12 13 11 571     7   136      4.25 sec
 26 : ... 78 62 74 131 115 76 65 67 52 49 55 54 67 42 12 9 9 5 5 568      2   136      4.32 sec
 27 : ... 62 74 131 115 76 65 67 52 49 55 54 67 42 12 9 9 5 1 1 569       2   136      4.38 sec
 28 : ... 62 74 131 115 76 65 67 52 49 55 54 67 42 12 9 9 5 1 1 4 571     6   136      4.44 sec
 29 : ... 74 131 115 76 65 67 52 49 55 54 67 42 12 9 9 5 1 1 1 1 572      0   136      4.50 sec
 30 : ... 131 115 76 65 67 52 49 55 54 67 42 12 9 9 5 1 1 1 1 1 570       0   136      4.56 sec
 31 : ... 131 115 76 65 67 52 49 55 54 67 42 12 9 9 5 1 1 1 1 1 1 569     1   136      4.63 sec
 32 : ... 115 76 65 67 52 49 55 54 67 42 12 9 9 5 1 1 1 1 1 1 4 571      10   136      4.69 sec
 33 : ... 115 76 65 67 52 49 55 54 67 42 12 9 9 5 1 1 1 1 1 1 1 1 572     0   136      4.75 sec
 34 : ... 76 65 67 52 49 55 54 67 42 12 9 9 5 1 1 1 1 1 1 1 1 1 571       0   136      4.81 sec
 35 : ... 76 65 67 52 49 55 54 67 42 12 9 9 5 1 1 1 1 1 1 1 1 1 1 571     1   136      4.88 sec
 36 : ... 65 67 52 49 55 54 67 42 12 9 9 5 1 1 1 1 1 1 1 1 1 1 4 575     14   136      4.94 sec
 37 : ... 67 52 49 55 54 67 42 12 9 9 5 1 1 1 1 1 1 1 1 1 1 1 1 576       0   136      5.00 sec
 38 : ... 67 52 49 55 54 67 42 12 9 9 5 1 1 1 1 1 1 1 1 1 1 1 1 1 575     0   136      5.06 sec
 39 : ... 52 49 55 54 67 42 12 9 9 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 575      1   136      5.13 sec
 40 : ... 49 55 54 67 42 12 9 9 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 580      18   136      5.19 sec
 41 : ... 49 55 54 67 42 12 9 9 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 581     0   136      5.25 sec
 42 : ... 55 54 67 42 12 9 9 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 580      0   136      5.32 sec
 43 : ... 54 67 42 12 9 9 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 580       1   136      5.38 sec
 44 : ... 54 67 42 12 9 9 5 1 2 8 6 6 9 5 1 1 1 1 1 1 1 1 1 1 1 4 675    22   136      5.54 sec
 45 : ... 67 42 12 9 9 5 1 2 4 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 670      0   136      5.60 sec
 46 : ... 42 12 9 9 5 1 2 4 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 669       0   136      5.67 sec
 47 : ... 1 11 21 20 27 25 21 13 10 8 8 7 8 8 13 12 10 3 6 7 6 2 963     33   137      6.15 sec
 48 : ... 9 8 5 2 1 2 5 7 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 600       1   137      6.23 sec
 49 : ... 9 8 5 2 1 2 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 5 605    13   137      6.30 sec
 50 : ... 8 5 2 1 2 5 5 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 653    21   137      6.42 sec
 51 : ... 5 2 1 2 5 5 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 646     0   137      6.48 sec
 52 : ... 2 1 2 5 5 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 642     0   137      6.54 sec
 53 : ... 33 19 16 14 17 15 16 15 14 12 17 13 14 14 20 17 18 14 852      51   137      7.04 sec
 54 : ... 1 1 1 1 1 1 2 6 6 2 1 1 1 1 1 1 4 2 2 3 2 2 2 6 2 1 1 4 649    21   137      7.17 sec
 55 : ... 1 1 1 1 1 2 6 6 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 4 633    16   137      7.24 sec
 56 : ... 1 1 1 1 2 6 6 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 634     0   137      7.30 sec
 57 : ... 1 1 1 2 6 6 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 633     0   137      7.36 sec
 58 : ... 11 10 10 12 12 11 10 11 11 11 10 12 12 11 11 13 13 12 752      41   137      7.70 sec
