ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divfive-p161_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 16                                                                1    16      0.00 sec
  2 : 0 3 18                                                              3    21      0.00 sec
  3 : 0 2 1 17                                                            0    21      0.00 sec
  4 : 0 2 1 1 16                                                          0    21      0.00 sec
  5 : 0 5 17 24 14 42                                                    14    42      0.02 sec
  6 : 0 4 6 7 8 10 28                                                     0    42      0.02 sec
  7 : 0 4 6 7 9 13 14 24                                                 13    44      0.03 sec
  8 : 0 4 6 7 8 10 21 12 48                                               9    60      0.04 sec
  9 : 0 4 6 7 8 10 16 9 7 44                                              0    60      0.04 sec
 10 : 0 4 6 7 8 10 16 9 7 5 39                                            0    60      0.05 sec
 11 : 0 4 6 7 8 10 16 9 7 7 3 42                                          7    60      0.05 sec
 12 : 0 4 6 7 8 10 16 9 7 4 2 1 41                                        0    60      0.05 sec
 13 : 0 4 8 15 20 41 117 247 284 323 315 280 255 411                    204    80      1.59 sec
 14 : 0 4 8 14 18 18 82 114 102 89 74 81 132 90 357                       0    80      1.66 sec
 15 : 0 4 8 14 18 18 82 113 98 87 72 73 130 85 129 227                    0    80      1.71 sec
 16 : 0 4 8 14 18 18 82 113 98 87 72 71 130 85 129 55 172                 0    80      1.76 sec
 17 : 0 4 8 14 18 18 82 113 98 87 72 71 130 85 129 55 5 174               4    80      1.80 sec
 18 : 0 4 8 14 18 18 82 113 98 87 72 71 130 85 129 55 3 1 173             0    80      1.84 sec
 19 : 0 4 8 14 18 18 82 113 98 87 72 71 130 85 129 55 3 1 1 172           0    80      1.88 sec
 20 : 0 4 8 14 18 18 82 113 98 87 72 71 130 85 129 55 3 1 1 1 171         0    80      1.92 sec
 21 : ... 14 18 18 82 113 98 87 72 71 130 85 129 56 28 16 9 10 8 204     19    80      2.02 sec
 22 : ... 18 82 111 99 105 87 78 132 100 149 84 37 30 28 23 19 13 244    46    92      2.24 sec
 23 : ... 18 18 82 103 88 100 83 79 68 49 23 9 74 100 72 8 4 3 6 213      0    92      2.31 sec
 24 : ... 18 82 103 88 100 83 79 68 49 23 9 72 100 72 8 4 3 6 2 211       0    92      2.36 sec
 25 : ... 18 82 103 88 100 83 79 68 49 23 9 72 100 72 8 4 3 6 2 6 205     0    92      2.41 sec
 26 : ... 82 103 88 100 83 79 68 49 23 9 72 100 72 8 4 3 6 2 6 1 204      0    92      2.45 sec
 27 : ... 103 88 100 83 79 68 49 23 9 72 100 72 8 4 3 6 2 6 1 4 207       4    92      2.50 sec
 28 : ... 103 88 100 83 79 68 49 23 9 72 100 72 8 4 3 6 2 6 1 2 1 206     0    92      2.54 sec
 29 : ... 88 100 83 79 68 49 23 9 72 100 72 8 4 3 6 2 6 1 2 1 1 205       0    92      2.58 sec
 30 : ... 88 100 83 79 68 49 23 9 72 100 72 8 4 3 6 2 6 1 2 1 1 1 204     0    92      2.63 sec
 31 : ... 66 46 27 86 131 110 55 52 41 50 33 28 28 30 35 40 47 32 337    71   140      3.29 sec
 32 : ... 55 31 14 74 119 93 49 27 20 16 19 17 13 12 8 12 9 11 7 309      0   140      3.39 sec
 33 : ... 31 14 74 119 93 47 24 20 16 19 17 11 11 8 11 9 11 7 12 297      0   140      3.46 sec
 34 : ... 14 74 119 93 47 24 20 16 19 17 11 11 8 11 9 11 7 12 10 299      4   140      3.53 sec
 35 : ... 14 74 119 93 47 24 20 16 19 17 11 11 8 11 9 11 7 12 8 6 292     0   140      3.59 sec
 36 : ... 74 119 93 47 24 20 16 19 17 11 11 8 11 9 11 7 12 8 6 1 291      0   140      3.65 sec
 37 : ... 119 93 47 24 20 16 19 17 11 11 8 11 9 11 7 12 8 6 1 1 290       0   140      3.71 sec
 38 : ... 2093 2243 2426 2471 2557 2691 2571 2561 2707 2723 2570 3219  1000   165     88.36 sec
 39 : ... 275 383 418 500 522 556 536 629 651 853 826 916 1137 3801       0   165    100.27 sec
 40 : ... 375 406 490 515 539 527 622 641 847 811 901 1119 1369 2420      0   165    102.50 sec
 41 : ... 406 490 515 539 527 622 641 847 811 901 1119 1369 897 1523      0   165    104.37 sec
 42 : ... 901 897 726 801 851 1023 976 1054 1249 1533 1099 593 1362     536   165    114.36 sec
 43 : ... 298 381 373 322 345 411 420 519 774 1052 764 364 248 1186       0   165    116.75 sec
 44 : ... 380 373 322 345 411 419 518 773 1049 764 363 247 205 974        0   165    117.80 sec
 45 : ... 373 322 345 411 419 518 773 1049 764 363 247 205 172 799        0   165    118.76 sec
 46 : ... 322 345 411 419 518 773 1049 764 363 247 205 172 211 585        0   165    119.77 sec
 47 : ... 345 411 419 518 773 1049 764 363 247 205 172 211 116 469        0   165    120.73 sec
 48 : ... 345 411 419 518 773 1049 764 363 247 205 172 211 116 39 430     0   165    121.72 sec
 49 : ... 411 419 518 773 1049 764 363 247 205 172 211 116 39 18 419      4   165    122.67 sec
 50 : ... 419 518 773 1049 764 363 247 205 172 211 116 39 16 10 409       0   165    123.67 sec
 51 : ... 419 518 773 1049 764 363 247 205 172 211 116 39 16 10 6 403     0   165    124.65 sec
 52 : ... 518 773 1049 764 363 247 205 172 211 116 39 16 10 6 3 400       0   165    125.61 sec
 53 : ... 518 773 1049 764 363 247 205 172 211 122 50 24 15 8 9 3 410    22   165    126.60 sec
 54 : ... 773 1049 764 363 247 205 170 209 117 43 19 13 7 4 3 1 412       0   165    127.59 sec
 55 : ... 773 1049 764 363 247 205 170 209 117 43 19 13 7 4 3 1 1 411     0   165    128.56 sec
 56 : ... 1049 764 363 247 205 170 209 117 43 19 13 7 4 3 1 1 1 410       0   165    129.55 sec
 57 : ... 1049 764 363 247 205 170 209 117 43 19 13 7 4 3 1 1 1 4 413     4   165    130.53 sec
 58 : ... 764 363 247 205 170 209 117 43 19 13 7 4 3 1 1 1 2 1 412        0   165    131.51 sec
 59 : ... 764 363 247 205 170 209 117 43 19 13 7 4 3 1 1 1 2 1 1 411      0   165    132.51 sec
 60 : ... 363 247 205 170 209 117 43 19 13 7 4 3 1 1 1 2 1 1 1 410        0   165    133.49 sec
 61 : ... 277 253 292 343 503 856 897 855 855 802 626 213 139 118 812   660   165    142.82 sec
 62 : ... 13 5 17 17 9 6 6 49 47 50 68 53 53 66 86 47 31 40 148 1097      0   165    144.71 sec
 63 : ... 5 17 17 9 6 6 49 47 50 68 53 53 66 82 47 30 40 148 233 867      4   165    145.65 sec
 64 : ... 17 9 6 6 49 47 50 68 53 53 66 82 47 30 40 148 231 354 509       0   165    146.54 sec
 65 : ... 9 6 6 49 47 50 68 53 53 66 82 47 30 40 148 231 354 77 432       0   165    147.42 sec
 66 : ... 6 6 49 47 50 68 53 53 66 82 47 30 40 148 231 354 77 54 378      0   165    148.28 sec
 67 : ... 6 49 47 50 70 57 58 74 91 56 44 54 154 234 357 84 61 50 359    37   165    149.23 sec
 68 : ... 43 45 69 57 58 70 86 61 33 45 151 231 354 80 56 48 28 330       0   165    150.14 sec
 69 : ... 45 69 57 58 70 86 61 33 45 151 231 354 80 56 48 28 12 318       0   165    151.02 sec
 70 : ... 69 57 58 70 86 61 33 45 151 231 354 80 56 48 28 12 16 310       2   165    151.91 sec
 71 : ... 57 58 70 86 61 33 45 151 231 354 80 56 48 28 12 17 10 310       5   165    152.79 sec
 72 : ... 57 58 70 86 61 33 45 151 231 354 80 56 48 28 12 15 8 2 308      0   165    153.68 sec
 73 : ... 58 70 86 61 33 45 151 231 354 80 56 48 28 12 15 8 2 3 305       0   165    154.56 sec
 74 : ... 58 70 86 61 33 45 151 231 354 80 56 48 28 12 15 8 2 3 1 304     0   165    155.42 sec
