ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/mann/data-integrity/unsafe/shift_register_top_w16_d64_e0_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 7                                                                 1     7      0.01 sec
  2 : 0 2 39                                                              2    40      0.01 sec
  3 : 0 3 37 39                                                           5    42      0.02 sec
  4 : 0 3 37 73 75                                                        7    59      0.05 sec
  5 : 0 3 37 70 71 39                                                     3    59      0.07 sec
  6 : 0 3 37 71 46 150 144                                               11    92      0.18 sec
  7 : 0 3 37 71 45 120 166 41                                             4    92      0.22 sec
  8 : 0 3 37 71 45 88 43 129 37                                           2    92      0.24 sec
  9 : 0 3 37 72 45 92 52 195 197 260                                     30   141      0.53 sec
 10 : 0 3 37 72 45 84 51 112 121 234 96                                   9   142      0.60 sec
 11 : 0 3 37 72 45 84 51 112 119 131 183 55                               4   142      0.66 sec
 12 : 0 3 37 72 45 84 51 112 119 141 150 162 128                         20   154      0.83 sec
 13 : 0 3 37 72 45 84 51 112 119 139 142 205 288 251                     14   183      1.23 sec
 14 : 0 3 37 73 46 89 55 116 127 133 156 211 283 296 175                 37   202      1.57 sec
 15 : 0 3 37 73 46 85 51 110 94 98 68 108 138 367 401 161                17   222      1.94 sec
 16 : 0 3 37 73 46 85 51 110 94 89 63 114 137 395 425 371 311            20   240      2.52 sec
 17 : 0 3 37 73 46 85 51 110 94 83 57 111 129 346 284 262 326 86          1   240      2.68 sec
 18 : ... 37 73 46 85 51 110 94 83 57 111 129 360 317 350 516 666 601    24   279      3.99 sec
 19 : ... 46 85 51 110 94 83 57 111 126 353 253 171 217 394 687 178       1   279      4.29 sec
 20 : ... 85 51 110 94 83 57 111 126 353 253 178 226 460 854 661 518     24   302      5.53 sec
 21 : ... 51 110 94 83 57 111 126 353 253 169 150 270 412 525 478 309     2   302      5.91 sec
 22 : ... 110 94 83 57 111 126 353 253 169 150 269 407 524 480 316 96     8   302      6.23 sec
 23 : ... 90 59 113 128 355 255 175 160 285 426 545 489 252 252 151      74   306      6.80 sec
 24 : ... 56 111 122 154 208 308 149 175 233 333 612 608 557 599 611     29   364      8.89 sec
 25 : ... 111 122 154 208 307 144 165 216 276 512 431 291 307 399 465     0   364      9.40 sec
 26 : ... 122 154 208 307 144 165 216 276 510 430 289 302 408 415 165    13   364      9.86 sec
 27 : ... 154 208 307 144 165 216 278 517 455 325 331 469 443 376 239    44   381     10.83 sec
 28 : ... 208 307 144 165 216 275 506 430 289 256 315 329 299 420 298    32   385     11.61 sec
 29 : ... 307 144 165 216 274 504 425 285 243 293 288 223 174 176 354     0   385     12.08 sec
 30 : ... 144 165 216 277 511 441 309 285 343 356 326 295 329 425 404    38   415     13.51 sec
 31 : ... 165 216 275 507 432 288 268 315 311 265 205 202 250 281 311     0   415     14.12 sec
 32 : ... 216 275 507 432 288 268 327 370 409 423 473 558 648 714 590    57   474     17.15 sec
 33 : ... 275 507 432 288 268 315 312 315 295 296 271 345 546 686 250    11   474     18.16 sec
 34 : ... 524 462 325 306 364 370 373 361 368 358 453 634 799 501 402    66   505     20.71 sec
 35 : ... 454 321 314 360 391 414 428 446 443 542 678 775 659 624 639   107   529     24.58 sec
 36 : ... 362 316 236 475 346 247 309 352 581 856 986 1100 1260 874      45   558     29.72 sec
 37 : ... 362 316 234 470 339 233 296 318 544 766 770 904 952 913 377    25   558     31.42 sec
 38 : ... 234 470 339 233 296 320 547 766 784 921 1016 1167 903 677      58   577     34.71 sec
 39 : ... 234 470 339 232 291 310 531 759 655 670 649 597 527 500 919     0   577     36.45 sec
 40 : ... 470 339 232 291 310 531 759 655 673 681 662 649 680 747 649    61   588     38.76 sec
 41 : ... 339 232 291 310 531 759 644 585 477 366 228 254 425 727 804     0   588     40.42 sec
 42 : ... 232 291 310 531 759 644 585 477 366 228 260 457 799 557 431    18   588     42.00 sec
 43 : ... 291 310 531 759 644 585 477 366 229 217 403 723 586 443 230    31   588     43.50 sec
 44 : ... 310 531 759 644 585 478 366 229 211 340 448 620 822 612 347    89   601     45.77 sec
 45 : ... 531 759 644 585 477 363 226 203 249 186 267 284 283 241 985     0   601     47.44 sec
 46 : ... 655 598 506 410 287 262 312 258 380 449 558 585 667 1104       58   638     51.47 sec
 47 : ... 626 575 430 372 225 176 271 179 264 253 313 315 411 827 638     7   638     53.52 sec
 48 : ... 585 443 404 259 205 292 195 290 285 347 353 461 841 816 286    66   662     56.16 sec
 49 : ... 393 321 265 396 310 427 441 580 672 928 1343 1777 1356 1223    85   782     66.95 sec
 50 : ... 217 186 157 284 169 283 340 467 501 800 1433 1547 1571 930     82   807     74.31 sec
 51 : ... 178 151 268 155 259 223 442 437 760 1018 1410 1544 1484 853    76   819     79.84 sec
 52 : ... 140 253 143 222 211 427 311 692 602 604 734 1061 1034 1281     33   819     83.80 sec
 53 : ... 253 143 222 209 415 288 650 550 538 668 1009 1011 891 546       9   819     86.16 sec
slurmstepd-thanos5: error: *** JOB 69267 ON thanos5 CANCELLED AT 2022-11-30T19:48:53 DUE TO TIME LIMIT ***
