ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divfive-p074_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 40                                                                1    40      0.00 sec
  2 : 0 6 41                                                              2    47      0.01 sec
  3 : 0 4 3 37                                                            0    47      0.01 sec
  4 : 0 4 3 4 46                                                          2    52      0.01 sec
  5 : 0 4 3 6 21 72                                                       8    80      0.03 sec
  6 : 0 4 3 4 13 21 88                                                    4    80      0.04 sec
  7 : 0 4 3 4 13 19 24 85                                                11    80      0.06 sec
  8 : 0 4 3 4 10 5 6 6 72                                                 1    80      0.06 sec
  9 : 0 4 3 4 9 4 6 9 32 97                                              12    81      0.09 sec
 10 : 0 4 3 4 9 4 4 1 1 1 84                                              1    81      0.09 sec
 11 : 0 4 3 4 9 4 4 1 1 1 6 89                                            4    81      0.09 sec
 12 : 0 4 3 4 9 4 4 1 1 1 3 6 92                                          2    81      0.10 sec
 13 : 0 4 3 4 9 4 4 1 1 1 4 11 12 103                                    10    81      0.11 sec
 14 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 93                                      1    81      0.12 sec
 15 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 3 97                                    2    81      0.12 sec
 16 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 5 12 103                                6    81      0.13 sec
 17 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 3 5 10 104                              6    81      0.14 sec
 18 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 1 1 2 4 97                              1    81      0.14 sec
 19 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 1 1 4 5 13 111                         10    81      0.15 sec
 20 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 1 1 1 1 1 1 101                         1    81      0.16 sec
 21 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 1 1 1 1 1 1 6 106                       5    81      0.16 sec
 22 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 1 1 1 1 1 1 4 10 111                    4    81      0.17 sec
 23 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 1 1 1 1 1 1 2 5 7 108                   5    81      0.18 sec
 24 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 1 1 1 1 1 1 2 8 4 8 108                 6    81      0.19 sec
 25 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 5 112               3    81      0.19 sec
 26 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 5 8 113             7    81      0.20 sec
 27 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 3 5 5 114           2    81      0.20 sec
 28 : 0 4 3 4 9 4 4 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 3 7 8 9 120         8    82      0.22 sec
 29 : ... 3 4 9 4 4 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 5 12 121      7    82      0.23 sec
 30 : ... 3 4 9 4 4 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 3 121     0    82      0.23 sec
 31 : ... 4 9 4 4 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 6 9 127     7    82      0.24 sec
 32 : ... 9 4 4 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 3 6 8 127     6    82      0.25 sec
 33 : ... 4 4 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 4 3 7 128     2    82      0.25 sec
 34 : ... 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 7 7 9 13 139      8    82      0.27 sec
 35 : ... 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 2 5 125     1    82      0.28 sec
 36 : ... 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 6 27 154     10    83      0.31 sec
 37 : ... 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 14 26 137     5    83      0.32 sec
 38 : ... 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9 10 130      6    83      0.32 sec
