ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p153_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 7                                                                 1     7      0.00 sec
  2 : 0 3 8                                                               3    11      0.00 sec
  3 : 0 2 1 7                                                             0    11      0.01 sec
  4 : 0 5 12 21 31                                                       14    43      0.02 sec
  5 : 0 4 6 8 14 21                                                       0    43      0.02 sec
  6 : 0 4 6 8 14 13 29                                                    6    49      0.02 sec
  7 : 0 4 6 8 16 18 12 36                                                 8    52      0.04 sec
  8 : 0 4 6 8 16 15 11 6 30                                               0    52      0.04 sec
  9 : 0 4 7 11 24 28 40 50 50 113                                        20    58      0.14 sec
 10 : 0 4 7 12 35 48 65 70 76 73 144                                     47    62      0.30 sec
 11 : 0 3 8 12 29 23 35 39 43 38 46 117                                   0    62      0.31 sec
 12 : 0 3 8 12 29 23 33 39 43 38 46 20 97                                 0    62      0.33 sec
 13 : 0 3 8 13 40 60 60 70 94 105 117 90 76 199                          58    66      0.59 sec
 14 : 0 3 8 13 34 30 36 53 61 52 69 37 42 36 157                          0    66      0.62 sec
 15 : 0 3 8 13 34 30 36 53 60 52 69 37 42 36 23 133                       0    66      0.64 sec
 16 : 0 3 8 13 34 30 36 53 60 52 69 37 42 36 23 14 134                    5    66      0.67 sec
 17 : 0 3 8 13 34 30 36 53 60 52 69 37 42 36 23 10 7 130                  0    66      0.69 sec
 18 : 0 3 8 13 34 30 36 53 60 52 69 37 42 36 23 10 7 4 126                0    66      0.71 sec
 19 : 0 3 8 13 34 30 36 53 60 52 70 44 51 50 36 20 30 13 10 176          25    67      0.80 sec
 20 : 0 3 8 13 34 30 36 53 60 52 70 41 50 42 28 8 4 3 4 3 168             0    67      0.82 sec
 21 : 0 3 8 13 34 30 36 53 60 52 70 41 50 42 28 8 4 3 5 6 10 178          8    67      0.86 sec
 22 : 0 3 8 13 34 30 36 53 60 52 70 41 50 42 27 9 4 3 4 3 4 3 174         0    67      0.88 sec
 23 : ... 3 8 13 34 30 36 53 60 52 70 41 50 42 27 9 4 3 4 3 4 3 3 171     0    67      0.90 sec
 24 : ... 8 13 34 30 36 53 60 52 70 41 50 42 27 9 4 5 5 5 7 6 6 2 206     9    67      0.95 sec
 25 : ... 135 142 160 155 109 115 116 144 143 155 153 128 113 89 531    105    88      2.76 sec
 26 : ... 68 105 105 106 101 80 51 48 52 53 57 52 59 65 59 56 42 468      0    88      2.93 sec
 27 : ... 524 526 541 536 525 552 626 822 800 623 622 583 530 1190      444   124     11.57 sec
 28 : ... 176 172 179 198 199 167 179 214 242 221 227 217 257 314 933     0   124     12.28 sec
 29 : ... 213 330 376 370 353 397 400 400 396 495 585 635 406 1047      312   155     15.31 sec
 30 : ... 165 176 157 142 140 166 164 138 177 206 245 229 211 93 610      0   155     15.63 sec
 31 : ... 176 157 141 140 162 164 138 177 206 240 226 208 93 17 593       0   155     15.86 sec
 32 : ... 176 157 141 140 162 164 138 177 206 240 226 208 93 17 4 585     0   155     16.07 sec
 33 : ... 157 141 140 162 164 138 177 206 240 226 208 93 17 4 1 584       0   155     16.28 sec
 34 : ... 157 141 140 162 164 138 177 206 240 226 208 93 17 4 1 1 583     0   155     16.49 sec
 35 : ... 141 140 162 164 138 177 206 240 226 208 93 17 4 1 1 1 582       0   155     16.70 sec
 36 : ... 141 140 162 164 138 177 206 240 226 208 93 17 4 1 1 1 1 581     0   155     16.91 sec
 37 : ... 140 162 164 138 177 206 240 226 208 93 17 4 1 1 1 1 1 580       0   155     17.11 sec
 38 : ... 140 162 164 138 177 206 240 226 208 93 17 4 1 1 1 1 1 1 579     0   155     17.33 sec
 39 : ... 162 164 138 177 206 240 226 208 93 17 4 1 1 1 1 1 1 1 578       0   155     17.54 sec
 40 : ... 162 164 138 177 206 240 226 208 93 17 4 1 1 1 1 1 1 1 1 577     0   155     17.75 sec
 41 : ... 164 138 177 206 240 226 208 93 17 4 1 1 1 1 1 1 1 1 1 576       0   155     17.96 sec
 42 : ... 164 138 177 206 240 226 208 93 17 4 1 1 1 1 1 1 1 1 1 1 575     0   155     18.17 sec
 43 : ... 138 177 206 240 226 208 93 17 4 1 1 1 1 1 1 1 1 1 1 1 574       0   155     18.38 sec
 44 : ... 138 177 206 240 226 208 93 17 4 1 1 1 1 1 1 1 1 1 1 1 1 573     0   155     18.59 sec
 45 : ... 177 206 240 226 208 93 17 4 1 1 1 1 1 1 1 1 1 1 1 1 1 572       0   155     18.81 sec
 46 : ... 177 206 240 226 208 93 17 4 1 1 1 1 1 1 1 1 1 1 1 3 4 7 578    10   155     19.02 sec
 47 : ... 206 240 226 208 93 17 4 1 1 1 1 1 1 1 1 1 1 1 3 4 3 3 576       0   155     19.23 sec
 48 : ... 206 240 226 208 93 17 4 1 1 1 1 1 1 1 1 1 1 1 3 4 3 3 1 575     0   155     19.44 sec
 49 : ... 150 159 146 128 92 90 108 106 95 59 43 35 32 39 39 31 932     152   155     21.62 sec
 50 : ... 39 54 56 45 45 27 21 23 16 14 6 6 10 15 12 13 21 13 11 748      0   155     21.99 sec
 51 : ... 54 55 45 45 27 21 23 16 14 6 6 10 15 12 13 21 13 11 11 737      0   155     22.23 sec
 52 : ... 55 45 45 27 21 23 16 14 6 6 10 15 12 13 21 13 11 11 8 728       0   155     22.48 sec
 53 : ... 55 45 45 27 21 23 16 14 6 6 10 15 12 13 21 13 11 11 8 3 725     0   155     22.72 sec
 54 : ... 45 45 27 21 23 16 14 6 6 10 15 12 13 21 13 11 11 8 3 2 720      0   155     22.96 sec
 55 : ... 45 27 21 23 16 14 6 6 10 15 12 13 21 13 11 11 8 3 2 2 716       0   155     23.19 sec
 56 : ... 45 27 21 23 16 14 6 6 10 15 12 13 21 13 11 11 8 3 2 2 1 715     0   155     23.43 sec
 57 : ... 27 21 23 16 14 6 6 10 15 12 13 21 13 11 11 8 3 2 2 1 1 714      0   155     23.66 sec
 58 : ... 21 23 16 14 6 6 10 15 12 13 21 13 11 11 8 3 2 2 1 1 1 713       0   155     23.90 sec
 59 : ... 21 23 16 14 6 6 10 15 12 13 21 13 11 11 8 5 5 7 6 6 7 9 722    34   155     24.16 sec
 60 : ... 23 16 14 6 6 10 15 12 13 21 13 11 11 8 4 4 6 6 5 2 3 2 717      0   155     24.40 sec
 61 : ... 16 14 6 6 10 15 12 13 21 13 11 11 8 4 4 6 6 5 2 3 2 2 715       0   155     24.63 sec
 62 : ... 46 44 55 81 74 77 67 65 90 73 80 85 86 68 54 62 56 55 1095     95   155     26.34 sec
 63 : ... 6 8 16 14 11 19 14 10 9 8 14 17 9 10 12 19 13 12 7 5 6 910      0   155     26.66 sec
 64 : ... 8 14 13 11 19 14 10 9 8 14 15 9 10 12 19 13 12 7 5 6 4 904      0   155     26.93 sec
 65 : ... 13 13 11 19 14 10 9 8 14 15 9 10 12 19 13 12 7 5 6 4 3 900      0   155     27.17 sec
 66 : ... 13 11 19 14 10 9 8 14 15 9 10 12 19 13 12 7 5 6 4 3 2 898       0   155     27.42 sec
 67 : ... 13 11 19 14 10 9 8 14 15 9 10 12 19 13 12 7 5 6 4 3 2 1 895     0   155     27.67 sec
 68 : ... 11 19 14 10 9 8 14 15 9 10 12 19 13 12 7 5 6 4 3 2 1 1 893      0   155     27.91 sec
 69 : ... 19 14 10 9 8 14 15 9 10 12 19 13 12 7 5 6 4 3 2 1 1 1 892       0   155     28.16 sec
 70 : ... 19 14 10 9 8 14 15 9 10 12 19 13 12 7 5 6 4 3 2 1 1 1 1 891     0   155     28.41 sec
 71 : ... 14 10 9 8 14 15 9 10 12 19 13 12 7 5 6 4 3 2 1 1 1 1 1 890      0   155     28.65 sec
 72 : ... 10 9 8 14 15 9 10 12 19 13 12 7 5 6 4 3 2 1 1 1 1 1 1 889       0   155     28.89 sec
 73 : ... 10 9 8 14 15 9 10 12 19 13 12 7 5 6 4 3 2 1 1 1 1 1 1 1 888     0   155     29.15 sec
 74 : ... 8 14 15 9 10 12 19 13 15 9 6 7 4 3 5 5 5 7 9 8 10 16 8 910     41   155     29.43 sec
 75 : ... 8 14 15 9 10 12 19 13 13 8 4 4 4 3 4 4 3 3 3 3 4 3 2 2 902      0   155     29.69 sec
 76 : ... 14 15 9 10 12 19 13 13 8 4 4 4 3 4 4 3 3 3 3 4 3 2 2 2 900      0   155     29.94 sec
 77 : ... 15 9 10 12 19 13 13 8 4 4 4 3 4 4 5 7 6 9 12 7 7 5 4 10 918    24   155     30.21 sec
 78 : ... 15 9 10 12 19 13 13 8 4 4 4 3 4 4 2 3 2 2 4 3 3 3 3 3 3 907     0   155     30.46 sec
 79 : ... 9 10 12 19 13 13 8 4 4 4 3 4 4 2 3 2 2 4 3 3 3 3 3 3 3 904      0   155     30.71 sec
 80 : ... 21 26 29 29 30 24 23 23 28 39 41 62 75 156 114 51 33 1315     180   155     32.40 sec
 81 : ... 7 11 9 7 6 7 5 5 8 5 6 8 8 16 17 36 26 60 46 12 14 16 1275      0   155     32.74 sec
 82 : ... 11 9 7 6 5 5 5 8 5 6 8 8 16 17 35 26 56 44 12 14 16 19 1254     0   155     33.02 sec
 83 : ... 9 7 6 5 5 5 8 5 6 8 8 16 17 35 26 56 44 12 14 16 19 3 1251      0   155     33.32 sec
 84 : ... 7 6 5 5 5 8 5 6 8 8 16 17 35 26 56 44 12 14 16 19 3 2 1249      0   155     33.60 sec
 85 : ... 6 5 5 5 8 5 6 8 8 16 17 35 26 56 44 12 14 16 19 3 2 1 1248      0   155     33.88 sec
 86 : ... 5 5 5 8 5 6 8 8 16 17 35 26 56 44 12 14 16 19 5 5 6 7 1253     15   155     34.17 sec
 87 : ... 5 5 8 5 6 8 8 16 17 35 26 56 44 12 14 16 19 5 4 2 2 2 1252      0   155     34.46 sec
 88 : ... 5 8 5 6 8 8 16 17 35 26 56 44 12 14 16 19 5 4 2 2 2 1 1251      0   155     34.74 sec
 89 : ... 8 5 6 8 8 16 17 35 26 56 44 12 14 16 19 5 4 3 5 8 4 13 1262    20   155     35.04 sec
 90 : ... 5 6 8 8 16 17 35 26 56 44 12 14 16 19 5 4 2 2 2 2 2 2 1254      0   155     35.32 sec
 91 : ... 6 8 8 16 17 35 26 56 44 12 14 16 19 5 4 2 2 2 2 2 2 2 1252      0   155     35.60 sec
 92 : ... 70 78 90 76 40 42 49 52 36 36 39 39 41 48 45 41 45 48 1708    117   155     37.63 sec
 93 : ... 1 2 2 2 1 7 10 10 6 2 6 5 6 7 19 2 1 3 4 2 2 2 3 1 1 2 1350     0   155     38.06 sec
 94 : ... 1 2 2 2 1 7 9 9 6 2 6 5 6 7 17 2 1 3 4 2 2 2 3 1 1 2 1 1346     0   155     38.33 sec
 95 : ... 2 2 2 1 7 9 9 6 2 6 5 6 7 17 2 1 3 4 2 2 2 3 1 1 2 1 1 1336     0   155     38.61 sec
