ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p094_zero_then_fold2.aig ; pdr -v".

ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p094_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 3                                                                 1     4      0.00 sec
  2 : 0 5 7                                                               2    11      0.00 sec
  3 : 0 3 1 6                                                             0    11      0.00 sec
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 3                                                                 1     4      0.00 sec
  2 : 0 5 7                                                               2    11      0.00 sec
  3 : 0 3 1 6                                                             0    11      0.00 sec
  4 : 0 3 5 26 36                                                         5    39      0.02 sec
  4 : 0 3 5 26 36                                                         5    39      0.02 sec
  5 : 0 3 3 16 36 41                                                      5    45      0.03 sec
  5 : 0 3 3 16 36 41                                                      5    45      0.03 sec
  6 : 0 3 3 16 60 131 144                                                18    57      0.17 sec
  6 : 0 3 3 16 60 131 144                                                18    57      0.17 sec
  7 : 0 3 3 14 52 88 101 87                                               9    58      0.21 sec
  7 : 0 3 3 14 52 88 101 87                                               9    58      0.21 sec
  8 : 0 3 3 14 50 68 59 22 72                                             0    58      0.22 sec
  8 : 0 3 3 14 50 68 59 22 72                                             0    58      0.22 sec
  9 : 0 3 3 14 50 65 58 22 12 60                                          0    58      0.23 sec
  9 : 0 3 3 14 50 65 58 22 12 60                                          0    58      0.23 sec
 10 : 0 3 3 14 50 65 67 51 76 77 155                                     35    58      0.40 sec
 10 : 0 3 3 14 50 65 67 51 76 77 155                                     35    58      0.40 sec
 11 : 0 3 3 14 50 58 60 27 15 18 12 162                                   0    58      0.42 sec
 11 : 0 3 3 14 50 58 60 27 15 18 12 162                                   0    58      0.42 sec
 12 : 0 3 3 14 50 58 60 25 15 18 12 31 131                                0    58      0.43 sec
 12 : 0 3 3 14 50 58 60 25 15 18 12 31 131                                0    58      0.43 sec
 13 : 0 3 3 14 52 77 99 69 74 87 69 81 90 170                            89    67      0.75 sec
 13 : 0 3 3 14 52 77 99 69 74 87 69 81 90 170                            89    67      0.75 sec
 14 : 0 3 3 9 41 63 93 55 53 52 30 28 48 31 213                           0    67      0.79 sec
 14 : 0 3 3 9 41 63 93 55 53 52 30 28 48 31 213                           0    67      0.79 sec
 15 : 0 3 3 9 41 63 93 55 53 50 29 25 46 30 49 164                        0    67      0.81 sec
 15 : 0 3 3 9 41 63 93 55 53 50 29 25 46 30 49 164                        0    67      0.81 sec
 16 : 0 3 3 9 41 65 99 65 68 67 40 40 59 42 65 74 135                    39    74      0.96 sec
 16 : 0 3 3 9 41 65 99 65 68 67 40 40 59 42 65 74 135                    39    74      0.96 sec
 17 : 0 3 3 9 40 53 74 41 42 24 16 18 22 18 14 61 23 134                  0    74      0.99 sec
 17 : 0 3 3 9 40 53 74 41 42 24 16 18 22 18 14 61 23 134                  0    74      0.99 sec
 18 : 0 3 3 9 40 53 74 41 42 24 16 17 22 18 13 61 23 14 118               0    74      1.02 sec
 18 : 0 3 3 9 40 53 74 41 42 24 16 17 22 18 13 61 23 14 118               0    74      1.02 sec
 19 : ... 109 168 166 179 202 232 266 275 275 280 385 463 589 554 688   109   105      4.70 sec
 19 : ... 109 168 166 179 202 232 266 275 275 280 385 463 589 554 688   109   105      4.69 sec
 20 : ... 12 26 44 64 79 83 77 75 87 83 82 94 93 106 135 185 199 460      0   105      4.89 sec
 20 : ... 12 26 44 64 79 83 77 75 87 83 82 94 93 106 135 185 199 460      0   105      4.88 sec
 21 : ... 25 43 64 77 82 77 74 86 81 80 93 90 105 134 184 193 130 327     0   105      4.99 sec
 21 : ... 25 43 64 77 82 77 74 86 81 80 93 90 105 134 184 193 130 327     0   105      4.99 sec
 22 : ... 43 64 77 82 77 74 86 81 80 93 90 105 134 184 193 130 80 247     0   105      5.10 sec
 22 : ... 43 64 77 82 77 74 86 81 80 93 90 105 134 184 193 130 80 247     0   105      5.09 sec
 23 : ... 64 77 82 77 74 86 81 80 93 90 105 134 184 193 130 80 22 225     0   105      5.19 sec
 23 : ... 64 77 82 77 74 86 81 80 93 90 105 134 184 193 130 80 22 225     0   105      5.18 sec
 24 : ... 77 82 77 74 86 81 80 93 90 105 134 184 193 130 80 22 6 219      0   105      5.27 sec
 24 : ... 77 82 77 74 86 81 80 93 90 105 134 184 193 130 80 22 6 219      0   105      5.28 sec
 25 : ... 82 77 74 86 81 80 93 90 105 134 184 193 130 80 22 6 5 214       0   105      5.37 sec
 25 : ... 82 77 74 86 81 80 93 90 105 134 184 193 130 80 22 6 5 214       0   105      5.37 sec
 26 : ... 82 77 74 86 81 80 93 90 105 134 184 193 130 80 22 6 5 1 213     0   105      5.46 sec
 26 : ... 82 77 74 86 81 80 93 90 105 134 184 193 130 80 22 6 5 1 213     0   105      5.46 sec
 27 : ... 77 74 86 81 80 93 90 105 134 184 193 130 80 22 6 5 1 4 209      0   105      5.55 sec
 27 : ... 77 74 86 81 80 93 90 105 134 184 193 130 80 22 6 5 1 4 209      0   105      5.56 sec
 28 : ... 74 86 81 80 93 90 105 134 184 193 130 80 22 6 5 1 4 5 204       0   105      5.64 sec
 28 : ... 74 86 81 80 93 90 105 134 184 193 130 80 22 6 5 1 4 5 204       0   105      5.65 sec
 29 : ... 85 100 96 110 141 187 206 153 128 61 42 39 22 26 21 15 231     81   105      5.98 sec
 29 : ... 85 100 96 110 141 187 206 153 128 61 42 39 22 26 21 15 231     81   105      5.98 sec
 30 : ... 84 95 91 108 131 185 204 134 94 29 15 15 17 13 10 5 8 242       0   105      6.10 sec
 30 : ... 84 95 91 108 131 185 204 134 94 29 15 15 17 13 10 5 8 242       0   105      6.10 sec
 31 : ... 84 95 91 108 131 185 204 134 89 29 15 15 17 13 10 5 8 9 233     0   105      6.20 sec
 31 : ... 84 95 91 108 131 185 204 134 89 29 15 15 17 13 10 5 8 9 233     0   105      6.20 sec
 32 : ... 95 91 108 131 185 204 134 89 29 15 15 17 13 10 5 8 9 4 229      0   105      6.30 sec
 32 : ... 95 91 108 131 185 204 134 89 29 15 15 17 13 10 5 8 9 4 229      0   105      6.30 sec
 33 : ... 91 108 131 185 204 134 89 29 15 15 17 13 10 5 8 9 4 4 225       0   105      6.41 sec
 33 : ... 91 108 131 185 204 134 89 29 15 15 17 13 10 5 8 9 4 4 225       0   105      6.40 sec
 34 : ... 91 108 131 185 204 134 89 29 15 15 17 13 10 5 8 9 4 4 6 219     0   105      6.51 sec
