ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p134_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 26                                                                1    26      0.00 sec
  2 : 0 5 29                                                              5    33      0.01 sec
  3 : 0 3 3 27                                                            0    33      0.01 sec
  4 : 0 3 3 1 26                                                          0    33      0.01 sec
  5 : 0 4 17 19 20 39                                                    23    61      0.02 sec
  6 : 0 3 5 9 16 15 52                                                    5    65      0.03 sec
  7 : 0 3 5 9 16 10 8 45                                                  0    65      0.03 sec
  8 : 0 3 5 9 16 10 8 3 42                                                0    65      0.04 sec
  9 : 0 3 8 21 51 84 119 130 142 268                                     50    85      0.37 sec
 10 : 0 2 9 24 52 51 52 73 56 61 208                                     32    86      0.43 sec
 11 : 0 2 8 23 37 31 47 57 50 50 41 163                                   0    86      0.45 sec
 12 : 0 2 8 23 37 31 47 55 50 50 41 28 135                                0    86      0.47 sec
 13 : 0 2 8 23 37 34 50 59 62 63 54 62 58 206                            19    86      0.58 sec
 14 : 0 2 8 23 36 32 42 54 58 36 24 7 18 22 169                           0    86      0.60 sec
 15 : 0 2 8 23 36 32 42 54 57 36 24 7 18 22 22 147                        0    86      0.61 sec
 16 : 0 2 8 23 36 32 42 54 57 36 24 7 18 22 22 5 142                      0    86      0.63 sec
 17 : 0 2 8 23 36 32 42 54 57 36 24 7 18 22 22 5 3 139                    0    86      0.65 sec
 18 : 0 2 8 23 36 32 42 54 57 36 24 7 18 22 22 5 3 1 138                  0    86      0.66 sec
 19 : 0 2 8 23 36 32 42 54 57 36 24 7 18 22 22 5 3 1 5 143                3    86      0.68 sec
 20 : 0 2 8 23 36 32 42 54 57 36 24 7 18 22 22 5 3 1 3 3 139              0    86      0.70 sec
 21 : ... 36 32 45 63 73 60 42 20 32 49 60 58 112 138 108 109 71 332    137    89      1.30 sec
 22 : ... 36 32 40 49 63 33 25 20 27 18 32 36 82 89 100 83 42 24 333      0    89      1.36 sec
