ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p068_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 20                                                                1    20      0.00 sec
  2 : 0 3 21                                                              3    24      0.01 sec
  3 : 0 2 1 20                                                            0    24      0.01 sec
  4 : 0 5 14 23 39                                                       12    50      0.02 sec
  5 : 0 4 7 10 10 28                                                      0    50      0.02 sec
  6 : 0 4 7 15 19 10 46                                                   9    59      0.03 sec
  7 : 0 4 7 15 19 7 5 41                                                  0    59      0.04 sec
  8 : 0 4 7 15 19 7 5 3 38                                                0    59      0.04 sec
  9 : 0 4 9 22 47 90 111 166 149 269                                     48    85      0.46 sec
 10 : 0 4 7 17 28 53 65 74 58 63 229                                      0    85      0.49 sec
 11 : 0 4 7 17 28 53 64 71 57 61 67 162                                   0    85      0.51 sec
 12 : 0 4 7 17 28 53 64 71 57 61 67 23 139                                0    85      0.53 sec
 13 : 0 4 7 17 28 53 64 71 57 61 67 23 7 132                              0    85      0.55 sec
 14 : 0 4 7 17 28 53 64 71 57 61 67 23 7 2 130                            0    85      0.57 sec
 15 : 0 4 7 17 28 53 64 71 57 61 67 23 7 2 1 129                          0    85      0.59 sec
 16 : 0 4 7 17 28 53 64 71 57 61 67 30 17 21 32 44 245                   31    85      0.73 sec
 17 : 0 4 7 17 28 50 62 73 57 60 67 28 12 8 6 25 18 226                   0    85      0.75 sec
 18 : 0 4 7 17 28 50 62 73 57 60 67 28 12 8 6 23 18 3 223                 0    85      0.77 sec
 19 : 0 4 7 17 28 50 62 73 57 60 67 28 12 10 8 28 32 14 9 241            23    85      0.83 sec
 20 : 0 4 7 17 28 50 62 73 57 60 67 28 10 6 7 23 21 10 2 2 203            0    85      0.85 sec
 21 : 0 4 7 17 28 50 62 73 57 60 67 28 10 6 7 23 21 10 2 2 1 202          0    85      0.87 sec
 22 : ... 4 7 17 28 50 62 73 57 60 67 28 12 9 8 23 23 12 2 5 8 11 214    19    85      0.92 sec
 23 : ... 7 17 28 50 62 73 57 60 67 28 12 9 8 23 23 12 2 4 3 1 2 209      0    85      0.94 sec
 24 : ... 17 28 50 62 73 57 60 67 28 12 9 8 23 23 12 2 4 3 1 2 5 216      5    85      0.97 sec
 25 : ... 28 50 62 73 57 60 66 28 12 9 8 23 23 12 2 4 3 1 2 2 2 215       0    85      0.99 sec
 26 : ... 28 50 62 73 57 60 66 28 12 9 8 23 23 12 2 4 3 1 2 2 2 1 214     0    85      1.02 sec
 27 : ... 50 62 73 57 60 66 28 14 13 8 25 26 13 2 4 3 2 7 8 7 2 7 254    22    86      1.10 sec
 28 : ... 61 73 57 60 65 29 14 11 7 24 24 13 2 4 3 2 4 5 5 1 5 4 247      0    86      1.12 sec
 29 : ... 57 60 65 29 15 16 9 28 29 18 2 4 3 2 4 7 13 7 25 16 14 368     27    87      1.32 sec
 30 : ... 29 18 23 14 36 44 27 13 11 10 7 6 22 31 19 37 38 17 10 637     29    91      1.82 sec
 31 : ... 61 79 95 76 65 88 96 64 73 218 196 157 73 71 89 67 45 1520     80    98      4.01 sec
 32 : ... 57 65 22 19 13 15 8 9 14 14 18 10 12 18 8 8 5 6 6 4 4 903       0    98      4.11 sec
 33 : ... 57 62 21 19 13 15 8 9 13 14 18 10 12 17 8 8 5 6 6 4 4 4 892     0    98      4.16 sec
 34 : ... 62 21 19 13 15 8 9 13 14 18 10 12 17 8 8 5 6 6 4 4 4 6 885      3    98      4.21 sec
 35 : ... 21 19 13 15 8 9 13 14 18 10 12 17 8 8 5 6 6 4 4 4 4 3 882       0    98      4.27 sec
 36 : ... 21 19 13 15 8 9 13 14 18 10 12 17 8 8 5 6 6 4 4 4 6 6 9 892     8    98      4.33 sec
 37 : ... 156 131 99 87 96 92 104 100 101 128 116 110 94 77 89 1357     237    98      7.90 sec
 38 : ... 48 30 23 22 27 17 15 16 15 41 28 27 23 22 22 10 15 34 1278      0    98      8.26 sec
 39 : ... 30 23 22 27 17 15 16 15 40 28 26 23 22 22 10 15 34 37 1236      0    98      8.39 sec
 40 : ... 23 22 27 17 15 16 15 40 28 26 23 22 22 10 15 34 37 18 1225      5    98      8.52 sec
 41 : ... 22 27 17 15 16 15 40 28 26 23 22 22 10 15 34 37 15 6 1218       0    98      8.64 sec
 42 : ... 22 27 17 15 16 15 40 28 26 23 22 22 10 15 34 37 15 6 1 1217     0    98      8.75 sec
 43 : ... 91 63 64 59 76 69 68 55 52 49 40 46 72 65 44 46 40 34 1516    110    98     10.74 sec
 44 : ... 21 24 30 47 43 35 27 28 32 25 25 50 53 29 21 20 19 19 1560     17    98     11.13 sec
 45 : ... 246 230 203 205 241 262 249 222 168 115 163 116 127 2674      275   101     20.39 sec
 46 : ... 28 60 51 41 39 60 43 39 36 43 39 30 17 20 22 17 28 15 2400      0   101     21.14 sec
 47 : ... 60 51 41 39 64 46 44 43 49 45 38 29 33 34 23 35 20 16 2452     40   101     21.59 sec
 48 : ... 30 59 53 41 39 63 42 31 21 40 40 21 7 18 8 9 18 9 2 1 2338      0   101     21.84 sec
 49 : ... 59 53 41 39 63 42 31 21 39 40 21 7 18 8 9 18 9 2 1 5 2336       5   101     22.07 sec
 50 : ... 59 53 41 39 63 42 31 21 39 40 21 7 18 8 9 18 9 2 1 1 2 2332     0   101     22.29 sec
 51 : ... 53 41 39 63 42 31 21 39 40 21 7 18 8 9 18 9 2 1 1 2 2 2330      0   101     22.50 sec
 52 : ... 58 50 42 74 76 44 28 34 23 26 35 26 13 13 10 15 13 10 2440     45   101     23.21 sec
 53 : ... 40 57 39 34 31 57 55 34 17 21 14 18 6 7 8 7 4 4 3 4 2 2400      0   101     23.47 sec
 54 : ... 97 120 106 115 104 103 95 84 91 79 68 38 29 27 19 9 16 2860    62   101     25.06 sec
 55 : ... 25 21 42 39 35 30 29 22 17 16 30 18 19 12 8 12 9 5 6 5 2672     0   101     25.39 sec
 56 : ... 21 42 39 35 30 28 22 17 16 30 17 19 12 8 12 9 5 6 5 3 2664      0   101     25.64 sec
 57 : ... 464 589 583 607 617 671 624 621 563 732 695 520 322 8381      183   117     59.48 sec
 58 : ... 40 31 30 31 27 18 31 22 19 12 12 10 6 8 14 11 13 8 22 1684     31   117     60.95 sec
 59 : ... 54 39 24 23 24 24 18 24 19 21 8 6 7 4 7 9 9 9 6 17 15 1578      5   117     61.17 sec
 60 : ... 39 23 23 19 24 18 22 17 20 8 6 7 4 7 5 9 9 6 14 8 14 1577       7   117     61.36 sec
 61 : ... 39 23 23 19 24 18 22 17 20 8 6 7 4 7 5 9 9 6 14 5 4 2 1567      1   117     61.53 sec
 62 : ... 23 23 19 24 18 22 17 20 8 6 7 4 7 5 9 9 6 14 6 6 6 8 1562      12   117     61.71 sec
 63 : ... 23 23 19 24 18 22 17 20 8 6 7 4 7 5 9 9 6 14 6 5 3 2 1 1561     1   117     61.89 sec
 64 : ... 23 19 24 18 22 17 20 8 6 7 4 7 5 9 9 6 14 7 5 3 2 3 5 1561     12   117     62.05 sec
 65 : ... 19 24 18 22 17 20 8 6 7 4 7 5 9 9 6 14 7 4 2 2 2 1 1 1557       0   117     62.21 sec
 66 : ... 19 24 18 22 17 20 8 6 7 4 7 5 9 9 6 14 7 4 2 2 2 1 1 1 1555     0   117     62.38 sec
 67 : ... 24 18 22 17 20 8 6 7 4 7 5 9 9 6 14 7 4 2 2 2 1 1 1 1 1555      1   117     62.54 sec
 68 : ... 18 22 17 20 8 6 7 4 7 5 9 9 6 14 8 4 2 2 2 2 3 1 1 4 1559      16   117     62.70 sec
 69 : ... 18 22 17 20 8 6 7 4 7 5 9 9 6 14 8 4 2 2 2 1 1 1 1 1 1 1556     0   117     62.86 sec
 70 : ... 22 17 20 8 6 7 4 7 5 9 9 6 14 8 4 2 2 2 1 1 1 1 1 1 1 1553      0   117     63.02 sec
 71 : ... 17 20 8 6 7 4 7 5 9 9 6 14 8 4 2 2 2 1 1 1 1 1 1 1 1 1553       1   117     63.18 sec
 72 : ... 17 20 8 6 7 4 7 5 9 9 6 14 9 4 2 2 2 2 3 2 3 2 2 1 1 4 1561    21   117     63.34 sec
 73 : ... 20 8 6 7 4 7 5 9 9 6 14 9 4 2 2 2 1 1 1 1 1 1 1 1 1 1 1558      0   117     63.50 sec
 74 : ... 8 6 7 4 7 5 9 9 6 14 9 4 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1557       0   117     63.67 sec
 75 : ... 8 6 7 4 7 5 9 9 6 14 9 4 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1557     1   117     63.83 sec
 76 : ... 6 7 4 7 5 9 9 6 14 9 6 2 2 2 3 3 1 1 1 1 1 1 1 1 1 1 4 1563    24   117     63.99 sec
 77 : ... 7 4 7 5 9 9 6 14 9 5 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1562     0   117     64.15 sec
 78 : ... 4 7 5 9 9 6 14 9 5 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1561     0   117     64.31 sec
 79 : ... 7 5 9 9 6 14 9 5 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1561     1   117     64.47 sec
 80 : ... 5 9 9 6 14 9 6 2 2 2 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1568    28   117     64.64 sec
 81 : ... 9 9 6 14 9 6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1569     0   117     64.81 sec
 82 : ... 9 6 14 9 6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1568     0   117     64.96 sec
 83 : ... 6 14 9 6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1568     1   117     65.12 sec
 84 : ... 10 6 2 2 2 3 3 2 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1582      33   117     65.30 sec
 85 : ... 10 6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1577     0   117     65.47 sec
 86 : ... 6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1576      0   117     65.63 sec
 87 : ... 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1576      1   117     65.78 sec
 88 : ... 2 2 3 3 2 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1595     37   117     65.97 sec
 89 : ... 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1589      0   117     66.14 sec
 90 : ... 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1588      0   117     66.29 sec
 91 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1588      1   117     66.46 sec
 92 : ... 2 5 6 2 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1638     41   117     66.70 sec
 93 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1593      0   117     66.86 sec
 94 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1592      0   117     67.02 sec
 95 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1592      1   117     67.19 sec
 96 : ... 4 4 4 3 3 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1658     45   117     67.48 sec
 97 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1600      0   117     67.64 sec
 98 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1596      0   117     67.81 sec
 99 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1585      1   117     67.98 sec
100 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1612     49   117     68.18 sec
